actual,lstm_pred
993.8298700516395,957.1126991801058
940.8711846700446,958.0345038938783
928.9876753623328,957.2249223221304
967.1809612598822,955.2368214588432
939.1052567594091,955.2167980209535
928.9637621467748,954.6291838444662
938.0540037324052,954.2176989903757
948.884836695425,953.3213456261511
983.5545032811214,953.2032885475802
901.6478063635104,956.8393268970722
950.5770164737604,959.966316885873
965.6225898663512,966.460022505145
1054.836214374795,978.8879741877136
1082.7466292358383,997.4928893375806
1048.1413667560369,1024.753923865274
1045.3862139453513,1044.251901440801
1064.8082386753335,1050.54656938611
1052.4828453737837,1056.1519780297212
1040.239781542988,1053.098393066695
1062.9036009896597,1044.7811014577674
1033.6867926695838,1032.585011355884
1034.7205711995168,1023.4725306889957
1036.8001494558596,1036.248638028018
1083.82672900416,1089.697220019429
1169.4745911003572,1180.8730362360625
1259.8899708690735,1228.5705107583224
1250.8567953550055,1247.9119123152614
1207.978238519047,1248.047310930489
1257.7431694784,1244.3459453135174
1261.8937997957885,1240.7889108593058
1264.740980783935,1238.0376007404077
1183.7042984238765,1235.976874846525
1284.1597352963609,1236.3658466890718
1231.556582382879,1239.7778661491332
1267.1641936688295,1245.6809551447209
1268.526844517057,1233.245096661705
1028.0825728595178,1146.7898540094345
1066.5114988087887,1088.5293855933592
1040.362668977191,1083.013452013188
998.215570516546,1085.2753525541277
1079.1935481381945,1081.4963934441175
1030.623875924594,1076.338338747977
1028.6376634315486,1067.9378120370432
1039.923353299082,1065.5601730333397
1056.8059181331846,1068.7430234988142
1048.5682397294474,1073.2321842468416
1063.701673117679,1078.5835281593227
1016.5127658367836,1071.9185227768457
831.4403407392316,1000.6987550032761
847.1000731919617,855.1770424609186
897.4471823164677,843.802444884565
847.154686539656,847.1555987495394
877.1305565915408,850.2573056754233
850.963879219608,849.1474873976356
837.9085340640607,846.6024005247288
843.831889397139,847.4223170326019
845.789507199278,849.835372692414
865.0911434740185,853.2493150943578
884.3652816894139,847.602192735954
858.9920211921581,822.4974555491378
779.6769419685439,788.39811780592
725.8802565592579,759.5729204797343
739.6342372796493,745.5722153668362
731.8924366448083,742.8119085912128
757.8611147718714,743.9996168670559
741.0260403705147,748.7541576187459
768.2443234258549,754.7217404623067
726.7249572091889,758.2904695017745
751.0757743330321,758.0600076384659
767.1714477753064,755.9847236153814
698.3674306239848,754.7487518022133
803.0407826832551,750.1266820126124
742.9212028780031,749.209706858032
699.3740021580957,748.7657506977802
753.9523474644196,746.0581309937862
750.8360866993288,746.1797033930966
747.9526405106877,747.510791878673
774.7797778231667,746.5799477687133
768.6861242856764,746.7466103003044
757.4469047755962,746.005540085946
761.2538908486662,742.9576715259459
747.3910387640478,737.8117655218442
794.3872712310013,729.0316589651113
713.0200995410559,716.3463622977132
653.4912918553974,700.8528586027927
651.6256157797195,677.6279892666878
670.3320101516148,655.8917674423705
628.9036530643775,642.9979342556069
606.4081849400866,632.8988985902017
653.9205754024548,629.4885887086155
657.0307623054651,632.482445273668
687.2399852361913,636.2850179363654
618.2409488418729,640.2457693474712
678.867344167918,640.213757490525
709.185359100678,641.0642300424241
640.5558778119381,647.0603842162501
617.7264445126694,647.8591847587394
639.8256408406658,642.5276078473767
650.3501241842845,640.2697461855845
664.0946968751729,641.2190323733442
635.2151317540488,643.5256383914076
688.8799633536836,646.1971111955187
622.1366921247984,647.7469081923873
606.51987119568,646.0629092852234
677.6677606071829,639.2444906043376
593.1344742198451,638.1278366838658
644.8967557781821,632.3389261606835
727.9420282302012,629.0739518192115
649.6989111760017,634.8772228015846
621.9808087325938,637.2575116519246
648.5650634053302,632.877165573837
648.7299802845116,629.857686701389
654.0162485088279,630.1550037679394
666.5565745539905,630.6395837867058
624.0222207908065,635.5278456297448
692.1887013809198,635.1162218724031
656.1278571093154,636.8705913035482
668.1698511600451,638.8552623250198
634.2962650061089,639.7739470580752
682.1595534248884,637.7627775702397
643.5736897796734,638.337687441684
656.9388128373383,638.2532342650142
626.6723480703223,638.6692601869291
625.0767093399468,636.6176805378884
667.2051326613221,634.0551078826411
638.9098292448153,634.9989020495495
628.6544228123905,636.8590516488413
633.9204164493242,636.0759578585919
667.4738267929355,636.1264331630691
634.2740534699097,637.9168105908459
647.0586267099459,639.1285170745332
650.3756937571774,640.1160550806733
602.0662778497425,641.4774565295861
613.2218398656621,637.1881882447594
658.4069472311891,633.2724842264724
631.5742659711826,634.5382774991656
676.4181227820104,635.7635965014607
674.1701776062636,638.4709918232797
667.9792166588859,641.9941979934154
695.4942946828149,645.0604552068883
647.9227668064204,649.1318377150637
666.222048147596,648.9591061798861
635.3899755850993,648.7033532400116
711.3092478217181,645.4739167610905
699.5908413109005,646.8855798171713
650.2970108629448,650.3011039131068
659.6646557476298,648.8701439899883
683.9824399841201,646.2589338271243
646.3215123796473,647.1153471642244
633.5843982300074,646.5463139687882
671.8497437751721,643.7060202902613
651.9609811520918,644.974057384703
654.5748612411315,646.4469874593851
629.1432164233008,647.9300254168012
607.0581962909151,648.0233042923487
655.9035602469776,647.5476995605766
1022.624051037355,693.4314395391435
994.354831273099,1028.0120171533838
1035.9107379889715,1031.2800473663801
982.4020918646114,1021.1913546507494
973.632388625852,1009.1855620028751
998.3192423200968,997.1148694821402
997.9351856162176,991.0508450428529
1019.2492182833804,982.5577660272234
980.6259293984004,983.125559778265
1034.2023559203724,991.8708443584334
1049.1729240627064,1019.7344091348094
999.0213993257914,1063.4710040275777
1161.146571072274,1105.525672877083
1103.4913838020343,1145.1129284832114
1156.784349097214,1152.502602811551
1156.0857207816523,1147.1025145427989
1151.489742572413,1139.8954231955995
1129.5147333459086,1135.261931284812
1056.0475870366151,1137.7778110779582
1113.8606319763626,1138.7184852641496
1114.2559101255508,1141.5780544399831
1105.447437116154,1142.6684877005932
1132.9598856813425,1119.8099703468363
1119.4297244296351,1018.6132248313786
849.4808891882086,906.9804590209104
843.6261857261387,869.296883155996
852.2083647952035,879.5422720949514
898.1336697285824,878.8960460889318
853.5705630666469,879.2831667785358
857.2227217715024,878.0585075666834
858.6787490567531,877.787849239479
878.5710272775697,876.6276304512724
881.5024266455475,875.3922837027342
793.9797759512552,877.5943009151507
895.6370697780244,887.2800593402828
906.005390288428,907.5767599930244
923.7453365659584,928.2352688890732
925.6925438816291,941.9043852294279
938.7436653055432,949.5093595969752
931.0998995135848,951.7050246568703
955.5981718486652,951.4241836528736
901.3368678410284,950.2613604287087
922.0518097990816,949.2525488554191
988.4799300043728,947.9522648369909
926.7945008162995,951.2642525865283
981.0857069525732,953.0906593806677
958.8834548897536,955.8664592112216
904.7683071352936,957.3173570933059
965.8832298804052,955.4903946861621
947.0583174451788,955.7619398572003
938.6133235937564,956.0646420959472
956.1239273293,955.9133123463047
961.8658371391698,956.4360159650657
967.6897955493656,957.5122063000051
979.4563211887,958.3622514572854
960.2033978194588,959.2579637295818
915.609147780341,959.5119964061158
938.1588635587202,957.9849368029659
1023.5762083817156,957.1156695727062
968.1122765095432,961.036010822607
1009.2321825202874,962.965761635566
984.8858520549796,965.5213250190654
956.0450517888936,966.6428405533258
957.535176744528,965.1718871787555
949.0854990030788,962.7051363970374
906.5548846038376,960.4519440214553
950.4511813117056,957.0409609933445
980.2668638135548,956.0373102100766
935.00900012947,957.2854734547452
960.2988249765452,957.4008806866798
971.28977614733,957.9927901790859
927.2579890171882,959.4890880545495
938.7174283914084,959.3645666323696
924.552212738071,958.7466074379493
929.4458598327648,957.6290666736435
917.8098679086736,956.3775270114864
927.4887884655492,954.9296422614646
985.486392019946,953.638910512766
927.1130742727428,954.9213294361294
953.1614804765172,955.2227494910201
937.428281158226,955.5102364813386
979.4716484259236,955.2661407296911
982.7790574150904,956.0724099931434
971.6017495534736,957.5186065344212
957.6533638275688,958.1341723189764
944.2235115789777,957.4856223547173
920.2031323952187,955.7576338564161
998.5882220280548,953.3738724247985
931.0081745561862,954.2898966263522
966.591158675821,953.8998776669896
976.4891393155848,954.2684414164896
936.1179875773668,955.3977248479463
975.9503131828992,954.9717299465484
969.1053300834714,955.2197363589577
993.199095884544,955.5443532567823
938.2663383393324,956.5220184472287
917.8533995680071,955.9591076797063
937.3627561138871,954.1635801467734
955.2213385633582,952.8051384055955
951.4553181771264,952.3128866534221
940.1640525931364,952.2648368134064
902.270063525569,951.2254878946054
961.7620749032276,948.9152490222824
999.308611977055,948.8017864358633
961.606280953075,951.8976620964173
965.2283879763378,954.0888715674116
964.3111326538776,955.2152380305951
959.92616674706,955.7515862225605
973.2916491717024,954.916425082879
959.8843420296416,953.4428325465377
942.183070758668,951.1335339423761
930.1002772497812,948.4568896633779
943.7756586179833,946.3685968165844
957.8532374112666,945.507439399216
942.0979259719256,945.667135398521
957.8584670782858,945.4678092331901
960.9787533425103,945.7415768562461
970.8294857817546,946.363532190352
982.0698742209744,947.1408561532478
951.9501854619714,948.4663350844528
917.3055858713084,948.7657891240971
941.3723975795202,947.7805697337639
951.101564185165,947.3402464277716
904.1057810955728,947.5173160183298
984.716613002562,946.276343688122
953.5594478127616,948.3902481574455
959.5338208645072,950.2680918939544
984.1381615631568,951.3881008621836
934.2464292464414,953.4811698438418
964.3510482721008,953.5180112599802
947.2533969224517,952.9795688343828
945.397828324602,951.5721263001624
930.6951903048904,949.8972736378403
991.6400803421632,947.6131058372625
940.6124989981108,948.8662161746436
967.4866061723924,949.2464157426398
903.1248153132016,950.8334388108037
979.4997132422446,951.5690704286382
976.3052788989264,956.4576528176412
952.4358527574326,962.6465405948035
944.326438346552,967.1203258214205
960.0000001403392,969.9575315738268
1007.2197665220071,973.4716128688515
905.9190825274128,978.9203279603548
1069.5506846893531,982.8442059007259
1027.2095674461525,1003.220361884314
1049.5020400925068,1020.3968387393132
1043.8029970230334,1032.5577649489371
1039.292043555056,1039.2137523049578
1049.7383717736818,1042.8365200515368
1021.6457213680552,1038.9432328810046
1075.729510903199,1032.573428961715
1005.146412220035,1026.6369177069391
1063.4941128207086,1027.4959808906756
1041.8366036866355,1070.1572295528767
1020.7268776548136,1149.9662935556275
1255.0595842649673,1206.7405612941077
1211.076222832338,1241.291612409908
1250.9928455429908,1242.0739155201127
1214.4280773047112,1235.9788408617715
1261.531802107946,1230.8610467387198
1226.8910666592406,1230.5684523827067
1238.725149574267,1225.712223766345
1257.3487346985792,1225.6564915080567
1230.686447203944,1225.6047767591851
1248.5509000082925,1228.6399623838731
1212.1542374688786,1233.8304990710403
1265.771890089904,1211.8660057808356
1094.1228451387692,1119.3387464099064
1119.805221697749,1052.2690979181561
1052.279203666661,1052.1371398296096
1069.7051035199297,1066.6524227210793
1005.4843581773129,1073.6366705140497
1087.5683581576398,1070.2171716481598
1069.4057126181026,1065.5773542970144
1037.9016638762191,1066.318798481664
1080.9295200072252,1068.78982320957
1043.6380980838665,1074.7031696760084
1038.549370424636,1079.1428167574509
1061.8833731356872,1067.5336035763373
823.416137504242,988.7088080108931
875.5406191099987,857.5543208504128
823.6002547018289,850.3692002578348
823.7486302544204,854.6953313285309
827.2577552897916,859.6166621623934
868.9875009379031,860.5917149032325
834.5806159620073,857.1036085161638
816.3001053908208,857.7396505097829
834.8580000016051,858.8304390421697
849.1989407329878,865.7342284625477
820.4756879083903,866.1288472564947
821.2079722741414,832.3639164190878
802.7824083524896,777.078448451728
728.4858649046528,741.1058988611821
741.9239407806748,724.1224441008869
740.8190749800178,719.2430613810529
739.4660798057389,721.8688136458205
765.5336684992276,726.6984476320292
773.7035737618012,734.5685989907951
742.3511392117102,741.819957735634
719.0880428351912,745.1803265560166
781.8610056962226,744.3125658917879
747.6164727200829,744.7469056731175
793.2580453714293,744.743187339934
693.860352560871,745.5275846837707
754.885080532083,740.0615387404761
797.9651583469052,736.8898219048206
741.1683966140461,739.4088964727421
744.3626644166341,739.2330876963093
757.3877922897585,734.9572396025121
736.0301045278761,726.8168893657571
742.1982016986817,715.574380767552
741.554622645215,703.2432767055977
734.3144816393407,692.8060757329529
780.7214137550139,685.2682023205531
761.5269508074109,680.5961487302866
526.2657058025826,678.1549134073093
540.2142751722529,634.3470825164568
513.3911041699133,591.164455158813
500.6449045411775,560.8598260173071
504.93439238463606,544.1152955337722
520.0445760276152,531.5741911258831
493.5197072906775,537.4084482181172
507.4934745853331,539.1383706770685
507.0970839532141,539.2933867052978
573.1139057457253,538.7417484708458
450.6546265016521,537.4371050273061
515.5095069648592,532.7575186068837
563.1423448203693,528.1627913880188
523.0461116033114,526.2606075279707
538.8354368355273,525.2747577305748
522.4956578774942,524.4449069690315
503.316665469588,524.1809266827456
463.9521016372772,524.3763315024493
525.1363921759075,519.5127089591826
500.6098348849402,518.6873031016746
499.9916148458674,518.668006234637
507.5253186005222,518.2490526595834
563.6215351655874,518.1214112566864
580.1209385563493,519.2615505114599
525.43019843821,523.4940607909134
508.3808194022068,524.1384863971014
490.5693395637197,521.6268805501428
531.7135040386518,518.450077718524
564.5726400016285,518.2679007622713
513.8164903243711,521.2307925871937
460.5250989811693,522.0617759444767
536.7512417953881,517.4110172910906
544.6349927862512,516.1581954450774
480.3538589903538,518.3819723860222
524.4121045915738,516.6739752710141
531.2806504034024,516.1239611361134
518.1723174497765,517.1258168619825
500.2307270228662,517.8745694946133
545.3984305890889,516.9727882187303
509.91550635078295,517.8168498513478
482.8703459325017,519.0593501173178
468.763137858258,517.0920526870993
551.5212379999828,513.8282750505598
535.416599411778,514.7615553098465
522.1993386782292,517.7382306112243
508.9931340787299,518.7243582151223
506.7750396449218,518.1052557400967
493.1065837889597,517.6697406235656
509.2136088860029,517.1913150873097
466.9978196219956,516.9375495324123
501.5984086632872,515.0145515544299
512.2265620912226,514.5597182011302
535.2470011797604,515.3707635994474
519.0018384156659,517.1115632514463
539.8730778468889,518.8327027509816
553.7283776278357,520.762368085017
546.4542523456025,523.708655629
531.7627461844639,526.1321968147599
520.2965669795196,527.3628155103279
495.48029978966105,527.0373331384003
538.4986012844829,524.6760419788648
561.9936845555383,523.9878939031762
528.5526509912604,526.3178784068865
567.9314787106531,527.973070916745
481.86070729847285,530.541327920422
491.1459153805114,528.6013837458052
541.3800376937065,525.0387504220877
526.6072552538312,526.6140201382352
552.8445544142952,529.3010287367388
519.6132089818315,533.5320217652957
498.3006144367917,536.32263081939
514.6601689448739,538.2180832141925
831.6829007269066,709.4321110584326
841.7852331725742,846.5014272104352
894.3110999479502,870.8936454790353
891.8196853617402,882.1201374639018
879.0751071201519,883.9502839609555
826.9730619759882,882.644326278963
861.0399106121778,877.8484618100704
839.3750027834988,875.5264642432984
899.4133313446941,874.5748888231118
855.406946660935,877.7572451135584
842.8563072304613,883.3647720317492
870.7449041280356,911.7626522044351
983.8999491468006,950.0683810734666
1036.9974083227585,995.0068416888248
981.5335381293112,1014.6051394662436
964.92310408705,1010.9205170334624
946.080972673728,999.8681883557465
999.1341480073304,987.4458782821457
985.8555577212178,981.7765527732965
964.1811954048728,981.4319979165061
1029.6344720990603,984.7768416273617
1016.584939253397,979.772349817747
999.1983635942352,929.7859099903138
1034.0119666719377,783.8762186300944
756.6595902672996,736.5010637595834
719.5247918943734,728.9828291299164
714.115685332565,749.2916277215855
760.5457280436807,764.4295337512531
750.005363344018,771.0219942396258
744.3398836316007,769.1805271276072
718.9337443606115,754.5149455760128
755.294878607478,747.843956668873
721.2087173539854,745.8461646326051
737.5465230674922,751.49866147834
776.2697930920087,765.7180483903668
723.5753335370806,786.4689439756962
780.6752685731785,807.7856699680375
793.6863202032472,820.6086598255227
844.8574706671906,822.6195515068562
826.3682784345052,821.818977276699
816.7780655327812,821.5055233920735
807.2726548672108,821.4785307506816
832.1339976888297,821.3854014632506
798.7723787252444,821.4251678613111
827.6416392160648,821.764780967822
801.7186357796761,822.4883280028106
797.5585153681236,822.9267413891002
804.0628141293747,823.0522378052543
810.6148138379009,823.258936527759
818.7792541016574,823.2312894383571
825.8863948777779,823.0710458396967
727.7908677142889,822.7234831932767
799.8087360563309,821.5853900902406
810.210750566099,821.2086550898729
857.6265509652083,821.3991662411916
792.9999347904467,821.6012223896498
824.0699154524979,821.930206726235
857.375757743396,822.1821585252189
787.1757867513181,822.3316771901643
829.84938064661,822.4847111758493
799.943204151637,822.4907053853776
807.3841564427692,822.5576781221395
799.9222291511671,822.5865192452577
801.7035672896028,822.6025331873799
888.0478036976623,823.5121678393829
841.1113968017917,822.4748116479919
847.5434465446552,822.1445664972813
832.2998371709124,821.9795734759198
779.8435802899511,821.9267207888756
829.8739492580827,821.9269478422668
846.8232403626837,821.9797898444456
798.6650131490222,822.1749115152143
844.1331666790281,822.30750268204
837.6084052463519,822.4122036787742
866.3010011203418,822.4483238664934
809.5554246871595,822.577119234861
792.5597254431068,822.5693246255012
810.9592972656864,822.3636142530522
855.8892748290906,822.4251377084248
774.2898529789509,822.4505249487801
768.2906071142241,822.4662797829146
822.2348819732904,822.5828837197818
808.9352676806461,822.6921097570422
820.1931973293921,822.8518271260782
843.6327942808966,822.9477237936658
806.1857663470287,823.1134193449318
773.1748542267345,823.3713519973621
871.1120389299986,823.7465644044005
795.0692928140306,823.5022736539582
793.5240719496976,823.4306690280152
847.5930003430649,823.3718061041446
810.387771973962,823.3881218937163
818.4152536991297,823.4442601768923
832.0697531015079,823.4607709652588
847.0895775777499,823.6352815305372
811.6634826704557,824.0739834081945
857.9988001478575,824.4422212692978
766.6050037816299,824.4936181434217
838.9946809238269,823.9520423810254
799.0118110495586,823.5357493374737
854.3067829151997,823.5266084350646
823.5511119707636,823.6059008217128
803.177366699765,823.6432070294991
836.5710273255409,823.7415345039808
842.3297086801813,823.9171723225661
836.047353071466,823.985918746996
794.2575940091735,824.2177910125466
807.8995719094479,824.119006760066
819.8981790719641,823.9885846209306
818.9685086837485,823.9302292281698
838.7436368859587,824.1072721065642
769.6274691873348,824.0528674428107
828.3581763638376,823.7592339836308
812.750466139084,823.6545329868966
799.0374845904012,823.6869428550815
801.43783055576,823.7221281170721
814.6365583870509,823.7223311295161
729.9728723885121,823.7329812691726
802.4677607302112,823.7920151508908
798.1046293838426,823.9551035949823
833.3195802330656,824.1779578340768
799.861832937237,824.5023556921593
814.6221549957378,824.858736023808
858.5569156915326,825.1959957886992
844.8587879953856,825.4863997472909
842.5567849985863,825.477013092976
807.5031892397287,825.2855777007943
833.5758069822413,825.0086420151267
814.1525549886602,824.6388495060976
815.0976697330766,824.230992163834
830.2421335936638,823.8380989756602
805.0751602894767,823.2948109635724
857.3250776110801,822.709611566681
815.9967465100516,822.3659301976428
835.4590141564917,822.2208537655162
856.3900119814325,822.1324151340262
845.7913443643794,822.1680331330684
784.7770224327369,823.6782373609403
831.1223973752471,825.086198111136
841.2679848615162,826.3287037195387
842.2965755540188,829.4688815035449
792.1676291471342,833.9547379569261
803.5741190745669,838.6630566483997
844.8639558935405,843.9616734210058
900.955990732934,854.6527361123373
912.507598583392,867.9778658971837
959.3968952375492,886.8543769711999
918.8050187403802,910.3801054067584
901.830646554154,918.8965308534384
898.0595660784273,919.4953694811014
928.3179832396296,916.2560121045921
886.6712997880697,914.8269006631998
913.8166009025896,915.2491344919525
928.3307633747504,917.1360336519467
952.4787455136916,925.4442538100909
936.68870200925,951.1192910167055
1102.1483720504457,1030.143647814521
1149.460482939093,1120.192638118756
1112.512124061313,1148.7881802889758
1089.1074244487647,1147.3334144855917
1115.698966018363,1140.6213956950496
1155.9542300286423,1134.6194289544082
1124.131001251623,1133.3416472626586
1120.3130466082446,1138.4653608011804
1160.9302911175714,1148.364461263923
1084.216128823639,1159.173185693803
1087.8600221486806,1141.1846804328634
1079.6038382258291,1051.2262336786157
929.3162046620014,967.4009424432423
924.162328177878,928.0913704633645
958.5684091819944,935.8691297904169
926.0868769284192,937.381022227033
909.8960710130174,931.8032713576889
920.0448718219528,925.4861064281343
922.942685461524,925.2518888346133
878.2059681667959,935.2254895218408
987.7582911083724,942.2090321136902
932.9967754525478,941.9864877356945
925.2502077005648,908.0303539019296
935.3790996069644,801.8112087423307
737.7352745146651,746.9138925540926
716.4861628624392,723.5792255404247
704.2189715939825,724.3678540909871
734.9862671580426,730.8406494285357
729.6427710132863,741.0798491591679
699.7527475227648,744.1914422568273
755.4758902841816,747.1511820464362
727.3338009080746,748.9796510196112
738.2454840566908,747.1602748669507
754.7980221919979,741.2629236441198
720.5472205291209,727.3550112453904
727.9238001746029,706.0669340485889
640.250680962653,688.5682337056301
601.8784729049987,665.4204663587522
621.35129157115,641.2140532260355
623.1387146662787,624.3191653156157
596.0985362079151,616.801828214648
677.940919716847,612.0248599303379
584.8176639126899,617.3054914031427
587.5474024078211,616.4082618799497
652.8556643925895,610.0304229418273
637.8316562699135,608.3583910839892
594.3508795629806,608.8233536897538
635.1822253775423,604.530602138784
656.6962611249328,604.3079081726717
619.2434235600754,608.0769089880644
684.9705725018646,612.191159176503
576.8984547282992,616.6343322635504
637.3455863464776,610.7745383428444
649.1632084055251,605.0346072429737
642.2835975401312,603.1514210737301
614.8911068338588,601.7909598929784
612.7389629497212,597.2221968972043
631.1036292771814,592.7046998859521
640.3938621663017,592.5364559942715
635.061835907059,593.1281838439646
546.0014472698348,594.4020762446835
494.5282510733316,582.7589065611085
514.3057255219092,561.3125223975129
496.49960169690615,544.5957298247364
510.3471805978464,533.8525463596454
545.3805222953577,528.3377240054832
522.6995980181307,530.0362115902235
585.1714790787443,530.5889396809534
524.835159179743,531.2825584077624
521.4922970144934,530.6465524755642
522.6545729860054,528.1590303153737
504.0547826785016,526.2687707651894
518.5540846905601,523.4847008487623
548.1947006777912,521.7340497508005
522.8492667031943,523.8905761484813
500.1635067529133,525.5580348838985
496.8728844880341,524.6661264237092
508.74495270835394,522.843502071946
521.8465858602721,521.6133535104586
549.8396633869065,521.8309614806076
486.4877839658392,523.6492477769903
512.0043430527811,521.9896317328275
523.607750485877,519.873857412047
474.1573558092641,519.7390571492855
499.16004292583983,516.8579259149346
503.0027865065953,514.7596961432548
500.1007406537376,515.2965678936282
524.7972386255412,515.7667233440109
515.9860097624551,517.069144335533
506.11784743497407,518.3993246075445
530.6990656638159,519.1046966863696
563.0768679411563,520.00983301001
560.9814129185438,522.4066620320966
471.9307056984416,525.5460037253799
534.4268045958785,521.9209066781286
515.549417748404,519.6015643004257
523.8788835716339,519.1821405912915
510.0429241614363,518.7845353774458
522.93971574718,517.898033459184
523.7851849018004,517.9162404699438
505.5262060662769,519.3870122018011
497.5908113043705,519.6817221611769
508.7826079345129,518.656124664235
525.8564816114191,518.2681999385045
534.9749085421066,518.8809556034413
541.3337244335037,520.1847656274743
507.6452494233272,521.8582933664782
527.0961141825684,521.8943013631099
544.0625647988325,522.071776978556
549.1398723786032,523.1861443378173
518.5291786467119,524.9069846611195
514.4767068765096,525.0602911108739
524.7781058459097,524.0311462385962
491.25731317756487,523.9699433291876
515.1597622241123,522.1996320787623
538.6146599618282,521.2782333898776
536.0486782360925,522.7161171058202
513.2433098909028,524.4587759244108
525.4429550271792,524.544511284937
499.3837414927328,524.4395004271041
537.5873037056256,523.7403469399821
518.0544640965882,523.595994407491
513.1012137075966,523.9857569300823
510.95690409766536,523.915450515294
518.4276533275035,523.9645581569911
508.803058876701,524.73034246518
536.453575900064,525.6068647190934
510.1179112995955,527.7346060891998
559.8241024006845,529.0989565609823
556.6302625870345,531.7599368272024
497.7114127536374,536.3763756927009
521.742606735732,537.962287534856
853.7335844665952,706.3524550236612
